contdir;contesq;veldir;velesq;disdir;diseq;tmp
31;28;6.34;5.73;0.63;0.57;577539
31;28;6.34;5.73;0.63;0.57;577659
31;29;6.34;5.93;0.63;0.59;577778
32;28;6.55;5.73;0.65;0.57;577897
30;28;6.14;5.73;0.61;0.57;578014
30;29;6.14;5.93;0.61;0.59;578133
32;30;6.55;6.14;0.65;0.61;578255
30;29;6.14;5.93;0.61;0.59;578373
32;29;6.55;5.93;0.65;0.59;578492
29;29;5.93;5.93;0.59;0.59;578611
30;29;6.14;5.93;0.61;0.59;578728
31;30;6.34;6.14;0.63;0.61;578850
30;30;6.14;6.14;0.61;0.61;578969
30;29;6.14;5.93;0.61;0.59;579088
30;29;6.14;5.93;0.61;0.59;579208
32;29;6.55;5.93;0.65;0.59;579327
30;29;6.14;5.93;0.61;0.59;579446
30;29;6.14;5.93;0.61;0.59;579563
30;29;6.14;5.93;0.61;0.59;579682
23;45;4.71;9.21;0.47;0.92;579814
17;41;3.48;8.39;0.35;0.84;579931
17;42;3.48;8.59;0.35;0.86;580050
24;35;4.91;7.16;0.49;0.72;580169
31;29;6.34;5.93;0.63;0.59;580289
31;30;6.34;6.14;0.63;0.61;580408
31;30;6.34;6.14;0.63;0.61;580527
29;31;5.93;6.34;0.59;0.63;580649
28;28;5.73;5.73;0.57;0.57;580766
29;30;5.93;6.14;0.59;0.61;580885
30;30;6.14;6.14;0.61;0.61;581004
28;29;5.73;5.93;0.57;0.59;581121
31;31;6.34;6.34;0.63;0.63;581243
30;31;6.14;6.34;0.61;0.63;581367
28;29;5.73;5.93;0.57;0.59;581484
29;29;5.93;5.93;0.59;0.59;581603
28;30;5.73;6.14;0.57;0.61;581722
30;29;6.14;5.93;0.61;0.59;581839
29;29;5.93;5.93;0.59;0.59;581958
28;29;5.73;5.93;0.57;0.59;582077
29;29;5.93;5.93;0.59;0.59;582194
33;34;6.75;6.96;0.68;0.7;582328
30;31;6.14;6.34;0.61;0.63;582451
30;29;6.14;5.93;0.61;0.59;582570
32;33;6.55;6.75;0.65;0.68;582703
31;31;6.34;6.34;0.63;0.63;582827
30;29;6.14;5.93;0.61;0.59;582946
29;29;5.93;5.93;0.59;0.59;583063
29;30;5.93;6.14;0.59;0.61;583182
30;30;6.14;6.14;0.61;0.61;583305
29;29;5.93;5.93;0.59;0.59;583423
26;26;5.32;5.32;0.53;0.53;583530
28;28;5.73;5.73;0.57;0.57;583643
28;28;5.73;5.73;0.57;0.57;583756
29;28;5.93;5.73;0.59;0.57;583869
29;28;5.93;5.73;0.59;0.57;583982
28;28;5.73;5.73;0.57;0.57;584095
28;31;5.73;6.34;0.57;0.63;584210
30;29;6.14;5.93;0.61;0.59;584326
28;28;5.73;5.73;0.57;0.57;584439
29;28;5.93;5.73;0.59;0.57;584552
28;28;5.73;5.73;0.57;0.57;584665
29;28;5.93;5.73;0.59;0.57;584778
29;28;5.93;5.73;0.59;0.57;584891
28;27;5.73;5.52;0.57;0.55;585004
28;28;5.73;5.73;0.57;0.57;585117
27;27;5.52;5.52;0.55;0.55;585230
28;28;5.73;5.73;0.57;0.57;585346
28;28;5.73;5.73;0.57;0.57;585459
30;28;6.14;5.73;0.61;0.57;585572
27;27;5.52;5.52;0.55;0.55;585685
31;28;6.34;5.73;0.63;0.57;585798
30;27;6.14;5.52;0.61;0.55;585911
26;27;5.32;5.52;0.53;0.55;586022
28;28;5.73;5.73;0.57;0.57;586135
29;27;5.93;5.52;0.59;0.55;586248
29;28;5.93;5.73;0.59;0.57;586364
30;27;6.14;5.52;0.61;0.55;586477
28;28;5.73;5.73;0.57;0.57;586590
30;28;6.14;5.73;0.61;0.57;586703
27;28;5.52;5.73;0.55;0.57;586816
30;28;6.14;5.73;0.61;0.57;586929
30;27;6.14;5.52;0.61;0.55;587042
28;28;5.73;5.73;0.57;0.57;587155
28;28;5.73;5.73;0.57;0.57;587268
29;29;5.93;5.93;0.59;0.59;587384
28;28;5.73;5.73;0.57;0.57;587500
27;28;5.52;5.73;0.55;0.57;587613
29;29;5.93;5.93;0.59;0.59;587728
28;28;5.73;5.73;0.57;0.57;587841
27;26;5.52;5.32;0.55;0.53;587953
27;28;5.52;5.73;0.55;0.57;588066
27;27;5.52;5.52;0.55;0.55;588178
30;27;6.14;5.52;0.61;0.55;588291
28;27;5.73;5.52;0.57;0.55;588406
27;27;5.52;5.52;0.55;0.55;588519
26;26;5.32;5.32;0.53;0.53;588632
28;26;5.73;5.32;0.57;0.53;588745
28;27;5.73;5.52;0.57;0.55;588857
27;27;5.52;5.52;0.55;0.55;588970
27;27;5.52;5.52;0.55;0.55;589082
27;28;5.52;5.73;0.55;0.57;589195
27;27;5.52;5.52;0.55;0.55;589307
28;28;5.73;5.73;0.57;0.57;589425
28;28;5.73;5.73;0.57;0.57;589538
28;27;5.73;5.52;0.57;0.55;589651
27;28;5.52;5.73;0.55;0.57;589763
29;27;5.93;5.52;0.59;0.55;589875
28;27;5.73;5.52;0.57;0.55;589987
29;27;5.93;5.52;0.59;0.55;590101
28;28;5.73;5.73;0.57;0.57;590214
28;26;5.73;5.32;0.57;0.53;590327
29;28;5.93;5.73;0.59;0.57;590442
27;27;5.52;5.52;0.55;0.55;590555
28;27;5.73;5.52;0.57;0.55;590668
29;27;5.93;5.52;0.59;0.55;590781
28;26;5.73;5.32;0.57;0.53;590893
27;26;5.52;5.32;0.55;0.53;591006
29;28;5.93;5.73;0.59;0.57;591121
27;28;5.52;5.73;0.55;0.57;591234
28;27;5.73;5.52;0.57;0.55;591346
29;28;5.93;5.73;0.59;0.57;591462
28;28;5.73;5.73;0.57;0.57;591575
32;28;6.55;5.73;0.65;0.57;591688
27;27;5.52;5.52;0.55;0.55;591800
28;27;5.73;5.52;0.57;0.55;591913
27;28;5.52;5.73;0.55;0.57;592025
29;27;5.93;5.52;0.59;0.55;592137
34;34;6.96;6.96;0.7;0.7;592275
28;28;5.73;5.73;0.57;0.57;592388
31;28;6.34;5.73;0.63;0.57;592503
29;28;5.93;5.73;0.59;0.57;592616
34;25;6.96;5.11;0.7;0.51;592729
43;16;8.8;3.27;0.88;0.33;592844
28;27;5.73;5.52;0.57;0.55;592956
28;27;5.73;5.52;0.57;0.55;593069
28;27;5.73;5.52;0.57;0.55;593181
29;27;5.93;5.52;0.59;0.55;593294
28;27;5.73;5.52;0.57;0.55;593406
30;28;6.14;5.73;0.61;0.57;593522
28;28;5.73;5.73;0.57;0.57;593635
30;28;6.14;5.73;0.61;0.57;593748
28;28;5.73;5.73;0.57;0.57;593860
28;27;5.73;5.52;0.57;0.55;593973
30;26;6.14;5.32;0.61;0.53;594085
31;27;6.34;5.52;0.63;0.55;594198
31;26;6.34;5.32;0.63;0.53;594310
30;27;6.14;5.52;0.61;0.55;594423
31;28;6.34;5.73;0.63;0.57;594541
28;28;5.73;5.73;0.57;0.57;594654
29;27;5.93;5.52;0.59;0.55;594767
29;27;5.93;5.52;0.59;0.55;594880
28;27;5.73;5.52;0.57;0.55;594992
31;28;6.34;5.73;0.63;0.57;595105
28;27;5.73;5.52;0.57;0.55;595217
32;27;6.55;5.52;0.65;0.55;595330
27;26;5.52;5.32;0.55;0.53;595442
30;28;6.14;5.73;0.61;0.57;595558
31;28;6.34;5.73;0.63;0.57;595671
30;28;6.14;5.73;0.61;0.57;595784
29;27;5.93;5.52;0.59;0.55;595896
29;27;5.93;5.52;0.59;0.55;596009
28;27;5.73;5.52;0.57;0.55;596121
29;28;5.93;5.73;0.59;0.57;596236
28;27;5.73;5.52;0.57;0.55;596348
29;28;5.93;5.73;0.59;0.57;596461
27;27;5.52;5.52;0.55;0.55;596576
28;27;5.73;5.52;0.57;0.55;596689
30;26;6.14;5.32;0.61;0.53;596801
30;30;6.14;6.14;0.61;0.61;596923
29;26;5.93;5.32;0.59;0.53;597035
30;28;6.14;5.73;0.61;0.57;597148
28;27;5.73;5.52;0.57;0.55;597260
28;28;5.73;5.73;0.57;0.57;597373
27;27;5.52;5.52;0.55;0.55;597485
29;28;5.93;5.73;0.59;0.57;597601
30;28;6.14;5.73;0.61;0.57;597714
28;27;5.73;5.52;0.57;0.55;597827
31;28;6.34;5.73;0.63;0.57;597942
29;28;5.93;5.73;0.59;0.57;598055
29;28;5.93;5.73;0.59;0.57;598167
28;28;5.73;5.73;0.57;0.57;598280
29;27;5.93;5.52;0.59;0.55;598392
28;27;5.73;5.52;0.57;0.55;598505
29;28;5.93;5.73;0.59;0.57;598622
29;28;5.93;5.73;0.59;0.57;598735
29;27;5.93;5.52;0.59;0.55;598848
29;27;5.93;5.52;0.59;0.55;598961
27;27;5.52;5.52;0.55;0.55;599073
28;27;5.73;5.52;0.57;0.55;599186
27;27;5.52;5.52;0.55;0.55;599298
27;27;5.52;5.52;0.55;0.55;599411
28;27;5.73;5.52;0.57;0.55;599523
31;28;6.34;5.73;0.63;0.57;599641
28;27;5.73;5.52;0.57;0.55;599754
28;27;5.73;5.52;0.57;0.55;599867
27;27;5.52;5.52;0.55;0.55;599979
28;27;5.73;5.52;0.57;0.55;600092
28;27;5.73;5.52;0.57;0.55;600204
29;27;5.93;5.52;0.59;0.55;600317
29;28;5.93;5.73;0.59;0.57;600429
31;27;6.34;5.52;0.63;0.55;600542
29;26;5.93;5.32;0.59;0.53;600657
27;26;5.52;5.32;0.55;0.53;600770
28;26;5.73;5.32;0.57;0.53;600883
30;26;6.14;5.32;0.61;0.53;600996
28;26;5.73;5.32;0.57;0.53;601108
30;27;6.14;5.52;0.61;0.55;601221
28;28;5.73;5.73;0.57;0.57;601336
29;27;5.93;5.52;0.59;0.55;601449
28;26;5.73;5.32;0.57;0.53;601561
35;32;7.16;6.55;0.72;0.65;601701
28;25;5.73;5.11;0.57;0.51;601814
29;26;5.93;5.32;0.59;0.53;601927
28;26;5.73;5.32;0.57;0.53;602039
27;25;5.52;5.11;0.55;0.51;602151
27;23;5.52;4.71;0.55;0.47;602263
26;23;5.32;4.71;0.53;0.47;602375
28;26;5.73;5.32;0.57;0.53;602487
28;27;5.73;5.52;0.57;0.55;602599
28;27;5.73;5.52;0.57;0.55;602714
30;25;6.14;5.11;0.61;0.51;602827
29;26;5.93;5.32;0.59;0.53;602939
31;26;6.34;5.32;0.63;0.53;603054
29;26;5.93;5.32;0.59;0.53;603166
28;27;5.73;5.52;0.57;0.55;603278
28;25;5.73;5.11;0.57;0.51;603390
29;26;5.93;5.32;0.59;0.53;603502
28;26;5.73;5.32;0.57;0.53;603614
32;28;6.55;5.73;0.65;0.57;603729
31;27;6.34;5.52;0.63;0.55;603842
29;27;5.93;5.52;0.59;0.55;603955
29;27;5.93;5.52;0.59;0.55;604067
30;28;6.14;5.73;0.61;0.57;604180
27;27;5.52;5.52;0.55;0.55;604292
29;26;5.93;5.32;0.59;0.53;604404
28;27;5.73;5.52;0.57;0.55;604516
29;27;5.93;5.52;0.59;0.55;604628
29;29;5.93;5.93;0.59;0.59;604746
29;27;5.93;5.52;0.59;0.55;604859
28;27;5.73;5.52;0.57;0.55;604971
28;27;5.73;5.52;0.57;0.55;605083
29;27;5.93;5.52;0.59;0.55;605195
28;27;5.73;5.52;0.57;0.55;605307
27;26;5.52;5.32;0.55;0.53;605419
34;26;6.96;5.32;0.7;0.53;605531
30;25;6.14;5.11;0.61;0.51;605643
30;27;6.14;5.52;0.61;0.55;605758
29;26;5.93;5.32;0.59;0.53;605871
29;26;5.93;5.32;0.59;0.53;605984
28;24;5.73;4.91;0.57;0.49;606096
29;25;5.93;5.11;0.59;0.51;606208
28;25;5.73;5.11;0.57;0.51;606320
43;37;8.8;7.57;0.88;0.76;606486
29;25;5.93;5.11;0.59;0.51;606598
28;26;5.73;5.32;0.57;0.53;606711
29;25;5.93;5.11;0.59;0.51;606826
28;25;5.73;5.11;0.57;0.51;606939
27;27;5.52;5.52;0.55;0.55;607051
28;27;5.73;5.52;0.57;0.55;607164
28;29;5.73;5.93;0.57;0.59;607278
37;37;7.57;7.57;0.76;0.76;607435
29;29;5.93;5.93;0.59;0.59;607550
28;28;5.73;5.73;0.57;0.57;607664
30;28;6.14;5.73;0.61;0.57;607782
30;28;6.14;5.73;0.61;0.57;607899
27;28;5.52;5.73;0.55;0.57;608013
32;28;6.55;5.73;0.65;0.57;608129
29;30;5.93;6.14;0.59;0.61;608249
30;28;6.14;5.73;0.61;0.57;608368
29;28;5.93;5.73;0.59;0.57;608485
30;29;6.14;5.93;0.61;0.59;608604
29;28;5.93;5.73;0.59;0.57;608723
29;29;5.93;5.93;0.59;0.59;608843
29;28;5.93;5.73;0.59;0.57;608962
30;31;6.14;6.34;0.61;0.63;609090
28;27;5.73;5.52;0.57;0.55;609207
29;29;5.93;5.93;0.59;0.59;609326
30;29;6.14;5.93;0.61;0.59;609445
31;28;6.34;5.73;0.63;0.57;609562
28;29;5.73;5.93;0.57;0.59;609681
30;30;6.14;6.14;0.61;0.61;609803
30;29;6.14;5.93;0.61;0.59;609921
34;30;6.96;6.14;0.7;0.61;610043
30;29;6.14;5.93;0.61;0.59;610162
30;29;6.14;5.93;0.61;0.59;610281
28;29;5.73;5.93;0.57;0.59;610398
29;29;5.93;5.93;0.59;0.59;610517
29;29;5.93;5.93;0.59;0.59;610636
30;28;6.14;5.73;0.61;0.57;610753
30;29;6.14;5.93;0.61;0.59;610874
31;30;6.34;6.14;0.63;0.61;610993
28;28;5.73;5.73;0.57;0.57;611110
29;29;5.93;5.93;0.59;0.59;611229
34;33;6.96;6.75;0.7;0.68;611365
29;30;5.93;6.14;0.59;0.61;611488
31;31;6.34;6.34;0.63;0.63;611616
29;28;5.93;5.73;0.59;0.57;611735
32;31;6.55;6.34;0.65;0.63;611860
32;28;6.55;5.73;0.65;0.57;611978
29;29;5.93;5.93;0.59;0.59;612097
31;29;6.34;5.93;0.63;0.59;612216
28;27;5.73;5.52;0.57;0.55;612333
28;28;5.73;5.73;0.57;0.57;612452
27;27;5.52;5.52;0.55;0.55;612571
28;26;5.73;5.32;0.57;0.53;612688
30;28;6.14;5.73;0.61;0.57;612807
31;29;6.34;5.93;0.63;0.59;612929
29;28;5.93;5.73;0.59;0.57;613047
29;29;5.93;5.93;0.59;0.59;613166
34;29;6.96;5.93;0.7;0.59;613285
29;28;5.93;5.73;0.59;0.57;613402
31;28;6.34;5.73;0.63;0.57;613521
32;29;6.55;5.93;0.65;0.59;613643
29;28;5.93;5.73;0.59;0.57;613762
29;29;5.93;5.93;0.59;0.59;613882
29;29;5.93;5.93;0.59;0.59;614001
33;30;6.75;6.14;0.68;0.61;614129
28;28;5.73;5.73;0.57;0.57;614246
30;28;6.14;5.73;0.61;0.57;614365
29;29;5.93;5.93;0.59;0.59;614484
29;28;5.93;5.73;0.59;0.57;614601
29;28;5.93;5.73;0.59;0.57;614720
28;28;5.73;5.73;0.57;0.57;614839
27;28;5.52;5.73;0.55;0.57;614958
28;28;5.73;5.73;0.57;0.57;615077
29;29;5.93;5.93;0.59;0.59;615196
29;28;5.93;5.73;0.59;0.57;615313
30;29;6.14;5.93;0.61;0.59;615432
29;29;5.93;5.93;0.59;0.59;615550
29;28;5.93;5.73;0.59;0.57;615667
30;29;6.14;5.93;0.61;0.59;615786
28;29;5.73;5.93;0.57;0.59;615905
29;28;5.93;5.73;0.59;0.57;616024
30;29;6.14;5.93;0.61;0.59;616143
29;28;5.93;5.73;0.59;0.57;616262
29;29;5.93;5.93;0.59;0.59;616381
33;24;6.75;4.91;0.68;0.49;616500
34;32;6.96;6.55;0.7;0.65;616638
28;28;5.73;5.73;0.57;0.57;616755
28;28;5.73;5.73;0.57;0.57;616873
29;29;5.93;5.93;0.59;0.59;616995
28;27;5.73;5.52;0.57;0.55;617112
29;28;5.93;5.73;0.59;0.57;617231
30;29;6.14;5.93;0.61;0.59;617353
29;28;5.93;5.73;0.59;0.57;617472
28;28;5.73;5.73;0.57;0.57;617589
29;28;5.93;5.73;0.59;0.57;617708
29;29;5.93;5.93;0.59;0.59;617827
29;28;5.93;5.73;0.59;0.57;617944
30;29;6.14;5.93;0.61;0.59;618065
29;28;5.93;5.73;0.59;0.57;618185
28;27;5.73;5.52;0.57;0.55;618302
29;29;5.93;5.93;0.59;0.59;618421
29;28;5.93;5.73;0.59;0.57;618540
28;27;5.73;5.52;0.57;0.55;618657
29;29;5.93;5.93;0.59;0.59;618776
29;28;5.93;5.73;0.59;0.57;618895
28;27;5.73;5.52;0.57;0.55;619012
34;30;6.96;6.14;0.7;0.61;619146
39;17;7.98;3.48;0.8;0.35;619265
41;16;8.39;3.27;0.84;0.33;619384
41;17;8.39;3.48;0.84;0.35;619501
39;17;7.98;3.48;0.8;0.35;619620
39;19;7.98;3.89;0.8;0.39;619739
38;17;7.77;3.48;0.78;0.35;619856
33;24;6.75;4.91;0.68;0.49;619975
26;30;5.32;6.14;0.53;0.61;620094
29;28;5.93;5.73;0.59;0.57;620214
25;32;5.11;6.55;0.51;0.65;620333
17;44;3.48;9;0.35;0.9;620453
26;29;5.32;5.93;0.53;0.59;620570
29;28;5.93;5.73;0.59;0.57;620689
26;30;5.32;6.14;0.53;0.61;620808
18;40;3.68;8.18;0.37;0.82;620930
16;39;3.27;7.98;0.33;0.8;621047
19;39;3.89;7.98;0.39;0.8;621169
29;30;5.93;6.14;0.59;0.61;621289
32;31;6.55;6.34;0.65;0.63;621423
28;30;5.73;6.14;0.57;0.61;621548
30;30;6.14;6.14;0.61;0.61;621676
32;29;6.55;5.93;0.65;0.59;621793
29;29;5.93;5.93;0.59;0.59;621912
29;29;5.93;5.93;0.59;0.59;622032
27;28;5.52;5.73;0.55;0.57;622150
23;25;4.71;5.11;0.47;0.51;622255
26;27;5.32;5.52;0.53;0.55;622367
27;27;5.52;5.52;0.55;0.55;622479
25;27;5.11;5.52;0.51;0.55;622591
27;27;5.52;5.52;0.55;0.55;622705
24;26;4.91;5.32;0.49;0.53;622817
26;26;5.32;5.32;0.53;0.53;622929
26;28;5.32;5.73;0.53;0.57;623041
26;27;5.32;5.52;0.53;0.55;623153
27;28;5.52;5.73;0.55;0.57;623268
25;27;5.11;5.52;0.51;0.55;623380
27;27;5.52;5.52;0.55;0.55;623492
26;28;5.32;5.73;0.53;0.57;623604
27;27;5.52;5.52;0.55;0.55;623716
27;27;5.52;5.52;0.55;0.55;623828
27;27;5.52;5.52;0.55;0.55;623940
27;27;5.52;5.52;0.55;0.55;624052
27;27;5.52;5.52;0.55;0.55;624164
29;27;5.93;5.52;0.59;0.55;624279
27;26;5.52;5.32;0.55;0.53;624393
27;27;5.52;5.52;0.55;0.55;624505
27;26;5.52;5.32;0.55;0.53;624617
27;27;5.52;5.52;0.55;0.55;624729
27;26;5.52;5.32;0.55;0.53;624841
26;26;5.32;5.32;0.53;0.53;624953
27;27;5.52;5.52;0.55;0.55;625065
27;27;5.52;5.52;0.55;0.55;625177
28;27;5.73;5.52;0.57;0.55;625292
27;27;5.52;5.52;0.55;0.55;625404
26;27;5.32;5.52;0.53;0.55;625516
27;27;5.52;5.52;0.55;0.55;625628
27;27;5.52;5.52;0.55;0.55;625740
27;26;5.52;5.32;0.55;0.53;625852
27;26;5.52;5.32;0.55;0.53;625964
27;26;5.52;5.32;0.55;0.53;626081
26;25;5.32;5.11;0.53;0.51;626193
28;27;5.73;5.52;0.57;0.55;626308
39;17;7.98;3.48;0.8;0.35;626420
39;15;7.98;3.07;0.8;0.31;626532
37;17;7.57;3.48;0.76;0.35;626644
25;34;5.11;6.96;0.51;0.7;626756
47;23;9.61;4.71;0.96;0.47;626868
53;6;10.84;1.23;1.08;0.12;626980
48;0;9.82;0;0.98;0;627092
47;0;9.61;0;0.96;0;627204
44;12;9;2.45;0.9;0.25;627326
38;16;7.77;3.27;0.78;0.33;627438
38;17;7.77;3.48;0.78;0.35;627550
38;16;7.77;3.27;0.78;0.33;627662
39;16;7.98;3.27;0.8;0.33;627776
38;16;7.77;3.27;0.78;0.33;627888
39;16;7.98;3.27;0.8;0.33;628000
37;16;7.57;3.27;0.76;0.33;628112
37;16;7.57;3.27;0.76;0.33;628224
38;17;7.77;3.48;0.78;0.35;628339
38;16;7.77;3.27;0.78;0.33;628451
38;16;7.77;3.27;0.78;0.33;628563
40;17;8.18;3.48;0.82;0.35;628675
38;16;7.77;3.27;0.78;0.33;628787
38;16;7.77;3.27;0.78;0.33;628899
38;16;7.77;3.27;0.78;0.33;629011
37;16;7.57;3.27;0.76;0.33;629123
38;17;7.77;3.48;0.78;0.35;629235
38;16;7.77;3.27;0.78;0.33;629350
32;23;6.55;4.71;0.65;0.47;629464
27;28;5.52;5.73;0.55;0.57;629576
27;27;5.52;5.52;0.55;0.55;629688
28;27;5.73;5.52;0.57;0.55;629800
27;26;5.52;5.32;0.55;0.53;629912
28;26;5.73;5.32;0.57;0.53;630024
28;26;5.73;5.32;0.57;0.53;630136
27;26;5.52;5.32;0.55;0.53;630248
30;29;6.14;5.93;0.61;0.59;630370
28;26;5.73;5.32;0.57;0.53;630482
28;27;5.73;5.52;0.57;0.55;630594
28;27;5.73;5.52;0.57;0.55;630706
29;28;5.93;5.73;0.59;0.57;630828
28;26;5.73;5.32;0.57;0.53;630940
28;26;5.73;5.32;0.57;0.53;631052
29;26;5.93;5.32;0.59;0.53;631166
28;26;5.73;5.32;0.57;0.53;631278
29;27;5.93;5.52;0.59;0.55;631393
29;26;5.93;5.32;0.59;0.53;631505
29;27;5.93;5.52;0.59;0.55;631617
28;27;5.73;5.52;0.57;0.55;631729
29;26;5.93;5.32;0.59;0.53;631841
27;26;5.52;5.32;0.55;0.53;631953
30;25;6.14;5.11;0.61;0.51;632065
28;26;5.73;5.32;0.57;0.53;632177
29;27;5.93;5.52;0.59;0.55;632289
30;27;6.14;5.52;0.61;0.55;632404
29;25;5.93;5.11;0.59;0.51;632516
27;26;5.52;5.32;0.55;0.53;632628
30;25;6.14;5.11;0.61;0.51;632740
30;26;6.14;5.32;0.61;0.53;632854
27;26;5.52;5.32;0.55;0.53;632966
29;26;5.93;5.32;0.59;0.53;633078
29;28;5.93;5.73;0.59;0.57;633190
28;26;5.73;5.32;0.57;0.53;633302
29;26;5.93;5.32;0.59;0.53;633417
27;26;5.52;5.32;0.55;0.53;633529
32;25;6.55;5.11;0.65;0.51;633641
27;26;5.52;5.32;0.55;0.53;633753
29;26;5.93;5.32;0.59;0.53;633865
28;27;5.73;5.52;0.57;0.55;633977
29;26;5.93;5.32;0.59;0.53;634089
28;27;5.73;5.52;0.57;0.55;634201
27;26;5.52;5.32;0.55;0.53;634313
29;28;5.93;5.73;0.59;0.57;634428
24;37;4.91;7.57;0.49;0.76;634542
2;55;0.41;11.25;0.04;1.13;634654
0;49;0;10.02;0;1;634766
0;47;0;9.61;0;0.96;634878
20;37;4.09;7.57;0.41;0.76;634990
58;3;11.86;0.61;1.19;0.06;635102
50;0;10.23;0;1.02;0;635214
50;0;10.23;0;1.02;0;635326
53;0;10.84;0;1.08;0;635448
52;0;10.64;0;1.06;0;635570
49;0;10.02;0;1;0;635682
48;0;9.82;0;0.98;0;635794
49;0;10.02;0;1;0;635906
49;0;10.02;0;1;0;636018
48;0;9.82;0;0.98;0;636130
49;0;10.02;0;1;0;636244
48;0;9.82;0;0.98;0;636356
50;0;10.23;0;1.02;0;636471
48;0;9.82;0;0.98;0;636583
48;0;9.82;0;0.98;0;636695
49;0;10.02;0;1;0;636807
48;0;9.82;0;0.98;0;636919
48;0;9.82;0;0.98;0;637031
48;0;9.82;0;0.98;0;637143
47;0;9.61;0;0.96;0;637255
49;0;10.02;0;1;0;637367
49;0;10.02;0;1;0;637482
49;0;10.02;0;1;0;637594
48;0;9.82;0;0.98;0;637706
45;4;9.21;0.82;0.92;0.08;637818
39;16;7.98;3.27;0.8;0.33;637930
41;16;8.39;3.27;0.84;0.33;638044
32;23;6.55;4.71;0.65;0.47;638156
26;26;5.32;5.32;0.53;0.53;638268
28;26;5.73;5.32;0.57;0.53;638380
31;28;6.34;5.73;0.63;0.57;638502
28;26;5.73;5.32;0.57;0.53;638614
28;26;5.73;5.32;0.57;0.53;638726
30;26;6.14;5.32;0.61;0.53;638838
19;38;3.89;7.77;0.39;0.78;638950
15;39;3.07;7.98;0.31;0.8;639062
15;37;3.07;7.57;0.31;0.76;639174
18;36;3.68;7.36;0.37;0.74;639286
26;27;5.32;5.52;0.53;0.55;639398
27;28;5.52;5.73;0.55;0.57;639513
27;26;5.52;5.32;0.55;0.53;639625
27;27;5.52;5.52;0.55;0.55;639739
24;29;4.91;5.93;0.49;0.59;639851
18;35;3.68;7.16;0.37;0.72;639963
24;30;4.91;6.14;0.49;0.61;640075
17;39;3.48;7.98;0.35;0.8;640196
14;37;2.86;7.57;0.29;0.76;640308
17;35;3.48;7.16;0.35;0.72;640420
31;27;6.34;5.52;0.63;0.55;640542
32;21;6.55;4.3;0.65;0.43;640654
41;15;8.39;3.07;0.84;0.31;640766
38;14;7.77;2.86;0.78;0.29;640878
33;22;6.75;4.5;0.68;0.45;640990
36;19;7.36;3.89;0.74;0.39;641102
26;30;5.32;6.14;0.53;0.61;641214
28;27;5.73;5.52;0.57;0.55;641326
24;30;4.91;6.14;0.49;0.61;641440
20;41;4.09;8.39;0.41;0.84;641562
29;27;5.93;5.52;0.59;0.55;641674
28;26;5.73;5.32;0.57;0.53;641786
27;27;5.52;5.52;0.55;0.55;641898
26;26;5.32;5.32;0.53;0.53;642010
27;27;5.52;5.52;0.55;0.55;642122
22;34;4.5;6.96;0.45;0.7;642234
18;37;3.68;7.57;0.37;0.76;642346
15;38;3.07;7.77;0.31;0.78;642458
17;40;3.48;8.18;0.35;0.82;642579
16;38;3.27;7.77;0.33;0.78;642691
26;30;5.32;6.14;0.53;0.61;642803
26;26;5.32;5.32;0.53;0.53;642915
27;27;5.52;5.52;0.55;0.55;643027
30;28;6.14;5.73;0.61;0.57;643141
25;27;5.11;5.52;0.51;0.55;643253
26;27;5.32;5.52;0.53;0.55;643365
26;27;5.32;5.52;0.53;0.55;643477
27;29;5.52;5.93;0.55;0.59;643598
25;27;5.11;5.52;0.51;0.55;643710
26;27;5.32;5.52;0.53;0.55;643822
26;27;5.32;5.52;0.53;0.55;643934
26;27;5.32;5.52;0.53;0.55;644046
31;25;6.34;5.11;0.63;0.51;644158
37;18;7.57;3.68;0.76;0.37;644270
30;25;6.14;5.11;0.61;0.51;644382
36;19;7.36;3.89;0.74;0.39;644494
33;27;6.75;5.52;0.68;0.55;644615
39;14;7.98;2.86;0.8;0.29;644727
39;16;7.98;3.27;0.8;0.33;644841
53;24;10.84;4.91;1.08;0.49;645005
29;25;5.93;5.11;0.59;0.51;645117
26;28;5.32;5.73;0.53;0.57;645229
30;25;6.14;5.11;0.61;0.51;645341
32;23;6.55;4.71;0.65;0.47;645453
21;35;4.3;7.16;0.43;0.72;645565
32;29;6.55;5.93;0.65;0.59;645686
29;25;5.93;5.11;0.59;0.51;645798
39;35;7.98;7.16;0.8;0.72;645951
30;26;6.14;5.32;0.61;0.53;646066
29;27;5.93;5.52;0.59;0.55;646179
29;26;5.93;5.32;0.59;0.53;646294
29;26;5.93;5.32;0.59;0.53;646408
28;27;5.73;5.52;0.57;0.55;646523
31;28;6.34;5.73;0.63;0.57;646644
29;27;5.93;5.52;0.59;0.55;646760
30;30;6.14;6.14;0.61;0.61;646876
19;38;3.89;7.77;0.39;0.78;646994
16;39;3.27;7.98;0.33;0.8;647112
17;39;3.48;7.98;0.35;0.8;647229
24;33;4.91;6.75;0.49;0.68;647347
29;28;5.93;5.73;0.59;0.57;647465
28;27;5.73;5.52;0.57;0.55;647582
29;28;5.93;5.73;0.59;0.57;647702
30;28;6.14;5.73;0.61;0.57;647821
28;26;5.73;5.32;0.57;0.53;647937
28;28;5.73;5.73;0.57;0.57;648055
27;29;5.52;5.93;0.55;0.59;648173
